STORE,REF,ACCOUNT,PO,CUSTOMER,ORDER DATE,ORDER AGE IN DAYS,VALUE,SHIP VIA,DATA REFRESH,order_status
BP,108734767,902590,256022353,Rock Auto,2023-11-05,1,160.77,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734768,902590,256022602,Rock Auto,2023-11-05,1,460.5,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734770,902590,256022853,Rock Auto,2023-11-05,1,91.8,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734771,902590,256022933,Rock Auto,2023-11-05,1,280.22,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734779,902760,3827955,Turn 5 Inc,2023-11-05,1,449.7,FDXHD,2023-11-06,[b] errored out in bp
BP,108734797,902590,256023211,Rock Auto,2023-11-05,1,73.14,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734798,902590,256023372,Rock Auto,2023-11-05,1,60.72,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734799,902590,256023540,Rock Auto,2023-11-05,1,46.2,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734800,902590,256023776,Rock Auto,2023-11-05,1,168.42,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734802,902590,256023812,Rock Auto,2023-11-05,1,220.43,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734803,902590,256023997,Rock Auto,2023-11-05,1,65.69,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734804,902590,256023973,Rock Auto,2023-11-05,1,70.99,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734805,902590,255332188,Rock Auto,2023-11-05,1,10.83,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734806,902590,256024396,Rock Auto,2023-11-05,1,67.84,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734808,902590,256024433,Rock Auto,2023-11-05,1,49.45,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734809,902590,256024413,Rock Auto,2023-11-05,1,158.45,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734810,902590,256024501,Rock Auto,2023-11-05,1,71.74,DHL,2023-11-06,[r] rock auto sales PO
BP,108734811,902590,256024549,Rock Auto,2023-11-05,1,56.87,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734812,902590,256024623,Rock Auto,2023-11-05,1,219.91,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734814,902590,256024782,Rock Auto,2023-11-05,1,81.45,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734815,902590,256024755,Rock Auto,2023-11-05,1,83.63,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734816,902590,256025001,Rock Auto,2023-11-05,1,115.82,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734817,902590,256024809,Rock Auto,2023-11-05,1,59.74,FDXE,2023-11-06,[r] rock auto sales PO
BP,108734818,902590,256025095,Rock Auto,2023-11-05,1,166.13,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734819,902590,256025230,Rock Auto,2023-11-05,1,114.51,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734820,902590,256025355,Rock Auto,2023-11-05,1,395.64,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734821,902590,256025314,Rock Auto,2023-11-05,1,106.45,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734822,902590,256025505,Rock Auto,2023-11-05,1,221.44,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734823,902590,256025410,Rock Auto,2023-11-05,1,22.7,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734825,902590,256025729,Rock Auto,2023-11-05,1,95.67,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734826,902590,256025863,Rock Auto,2023-11-05,1,92.21,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734841,903265,91614024,AutoZone,2023-11-05,1,604.06,FDXG,2023-11-06,[n] open in bp numina
BP,108734857,903265,91614247,AutoZone,2023-11-05,1,327.34,FDXSO,2023-11-06,[b] errored out in bp
BP,108734872,902590,256025963,Rock Auto,2023-11-05,1,125.8,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734873,902590,256026047,Rock Auto,2023-11-05,1,38.74,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734874,902590,256026023,Rock Auto,2023-11-05,1,95.2,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734875,902590,256026138,Rock Auto,2023-11-05,1,78.86,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734876,902590,256025941,Rock Auto,2023-11-05,1,151.12,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734878,902590,256026248,Rock Auto,2023-11-05,1,87.58,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734879,902590,256026453,Rock Auto,2023-11-05,1,69.18,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734881,902590,256026716,Rock Auto,2023-11-05,1,218.34,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734883,902590,256027085,Rock Auto,2023-11-05,1,240.89,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734884,902590,256027183,Rock Auto,2023-11-05,1,30.2,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734885,902590,256026369,Rock Auto,2023-11-05,1,73.13,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734886,902590,256027287,Rock Auto,2023-11-05,1,39.0,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734887,902590,256027369,Rock Auto,2023-11-05,1,281.77,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734888,902590,256027517,Rock Auto,2023-11-05,1,51.98,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734890,902590,256027854,Rock Auto,2023-11-05,1,156.57,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734892,902590,256028024,Rock Auto,2023-11-05,1,227.21,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734893,902590,256028284,Rock Auto,2023-11-05,1,124.42,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734894,902590,256028364,Rock Auto,2023-11-05,1,156.34,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734895,902590,256028361,Rock Auto,2023-11-05,1,143.8,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734896,902590,256028453,Rock Auto,2023-11-05,1,53.01,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734907,902930,GWL09tgRm,Amazon,2023-11-05,1,154.22,UPSG,2023-11-06,[n] open in bp numina
BP,108734908,902590,256028846,Rock Auto,2023-11-05,1,61.22,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734909,902590,256028905,Rock Auto,2023-11-05,1,79.85,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734910,902590,256029028,Rock Auto,2023-11-05,1,83.71,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734911,902590,256028992,Rock Auto,2023-11-05,1,228.69,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734912,902590,256028979,Rock Auto,2023-11-05,1,73.0,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734913,902590,256029311,Rock Auto,2023-11-05,1,98.45,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734914,902590,256029396,Rock Auto,2023-11-05,1,119.77,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734915,902590,256029417,Rock Auto,2023-11-05,1,409.92,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734916,902590,256029502,Rock Auto,2023-11-05,1,54.49,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734917,902590,256029656,Rock Auto,2023-11-05,1,48.46,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734918,902590,246676808,Rock Auto,2023-11-05,1,16.48,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734919,902590,256029564,Rock Auto,2023-11-05,1,99.84,DHL,2023-11-06,[r] rock auto sales PO
BP,108734920,902590,256029743,Rock Auto,2023-11-05,1,124.97,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734921,902590,256029924,Rock Auto,2023-11-05,1,73.6,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734922,902590,256029925,Rock Auto,2023-11-05,1,82.19,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734923,902590,256030156,Rock Auto,2023-11-05,1,192.67,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734924,902590,256030251,Rock Auto,2023-11-05,1,6.81,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734925,902590,256030263,Rock Auto,2023-11-05,1,87.04,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734926,902590,256030217,Rock Auto,2023-11-05,1,61.79,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734927,902590,256030362,Rock Auto,2023-11-05,1,127.72,USPS,2023-11-06,[r] rock auto sales PO
BP,108734928,902590,256030293,Rock Auto,2023-11-05,1,52.35,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734929,902590,256030431,Rock Auto,2023-11-05,1,138.93,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734930,902590,256030551,Rock Auto,2023-11-05,1,76.32,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734931,902590,256030602,Rock Auto,2023-11-05,1,291.61,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734932,902590,256030688,Rock Auto,2023-11-05,1,144.83,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734933,902590,256030656,Rock Auto,2023-11-05,1,79.75,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734934,902590,256030655,Rock Auto,2023-11-05,1,233.09,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734935,902590,256030651,Rock Auto,2023-11-05,1,346.85,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734936,902590,256030845,Rock Auto,2023-11-05,1,164.34,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734937,902590,256030948,Rock Auto,2023-11-05,1,88.9,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734938,902590,256031008,Rock Auto,2023-11-05,1,96.4,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734939,902590,256031001,Rock Auto,2023-11-05,1,113.01,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734940,902590,256031312,Rock Auto,2023-11-05,1,591.4,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734941,902590,256031331,Rock Auto,2023-11-05,1,375.59,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734946,900001,151654389,Carparts.com,2023-11-05,1,99.53,FDXG,2023-11-06,[n] open in bp numina
BP,108734956,903265,91614970,AutoZone,2023-11-05,1,487.92,FDXG,2023-11-06,[b] errored out in bp
BP,108734957,903265,91614973,AutoZone,2023-11-05,1,152.32,FDX2D,2023-11-06,[b] errored out in bp
BP,108734987,902590,256031536,Rock Auto,2023-11-05,1,52.35,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734988,902590,256031564,Rock Auto,2023-11-05,1,82.32,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734989,902590,256031669,Rock Auto,2023-11-05,1,50.15,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734990,902590,256031972,Rock Auto,2023-11-05,1,467.06,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734991,902590,256031895,Rock Auto,2023-11-05,1,190.4,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734992,902590,256032021,Rock Auto,2023-11-05,1,90.73,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734993,902590,256032146,Rock Auto,2023-11-05,1,125.25,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734994,902590,256032165,Rock Auto,2023-11-05,1,8.56,USPS,2023-11-06,[r] rock auto sales PO
BP,108734995,902590,256032224,Rock Auto,2023-11-05,1,39.05,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734996,902590,256032204,Rock Auto,2023-11-05,1,309.07,DHL,2023-11-06,[r] rock auto sales PO
BP,108734997,902590,256032383,Rock Auto,2023-11-05,1,124.76,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734998,902590,256032356,Rock Auto,2023-11-05,1,79.9,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734999,902590,256032693,Rock Auto,2023-11-05,1,159.23,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735000,902590,256032797,Rock Auto,2023-11-05,1,26.12,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735001,902590,256032695,Rock Auto,2023-11-05,1,64.56,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735002,902590,256032961,Rock Auto,2023-11-05,1,75.9,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735003,902590,256032889,Rock Auto,2023-11-05,1,192.96,UPS1,2023-11-06,[r] rock auto sales PO
BP,108735004,902590,256033224,Rock Auto,2023-11-05,1,32.66,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735005,902590,256033295,Rock Auto,2023-11-05,1,105.49,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735006,902590,256033331,Rock Auto,2023-11-05,1,165.85,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735007,902590,256033340,Rock Auto,2023-11-05,1,151.18,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735008,902590,256034025,Rock Auto,2023-11-05,1,73.0,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735009,902590,256033939,Rock Auto,2023-11-05,1,82.35,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735010,902590,256034180,Rock Auto,2023-11-05,1,599.11,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735013,903575,4495336,Auto Customs,2023-11-05,1,586.85,FDXHD,2023-11-06,[b] errored out in bp
BP,108735014,902930,G4MStvgkm,Amazon,2023-11-05,1,539.61,UPSG,2023-11-06,[k] amazon dropship
BP,108735015,902530,GHjLJzgWm,Amazon-Callahan,2023-11-05,1,77.9,UPSG,2023-11-06,[k] amazon dropship
BP,108735025,902590,256034257,Rock Auto,2023-11-05,1,200.45,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735026,902590,256034424,Rock Auto,2023-11-05,1,179.24,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735027,902590,256034853,Rock Auto,2023-11-05,1,11.12,DHL,2023-11-06,[r] rock auto sales PO
BP,108735028,902590,256034779,Rock Auto,2023-11-05,1,10.29,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735029,902590,256034890,Rock Auto,2023-11-05,1,219.11,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735030,902590,256035009,Rock Auto,2023-11-05,1,54.51,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735031,902590,256035144,Rock Auto,2023-11-05,1,51.8,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735032,902590,256035189,Rock Auto,2023-11-05,1,134.77,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735033,902590,256035095,Rock Auto,2023-11-05,1,67.28,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735034,902590,256035150,Rock Auto,2023-11-05,1,192.91,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735035,902590,256035325,Rock Auto,2023-11-05,1,143.8,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735036,902590,256035099,Rock Auto,2023-11-05,1,111.37,FDXE,2023-11-06,[r] rock auto sales PO
BP,108735037,902590,256035321,Rock Auto,2023-11-05,1,156.56,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735038,902590,256035452,Rock Auto,2023-11-05,1,21.6,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735039,902590,256035428,Rock Auto,2023-11-05,1,172.94,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735040,902590,256035561,Rock Auto,2023-11-05,1,134.07,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735041,902590,256035662,Rock Auto,2023-11-05,1,0.0,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735042,902590,256036090,Rock Auto,2023-11-05,1,13.07,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735043,902590,256036146,Rock Auto,2023-11-05,1,145.89,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735044,902590,256036440,Rock Auto,2023-11-05,1,27.29,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735045,902590,256036496,Rock Auto,2023-11-05,1,55.47,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735046,902590,256036634,Rock Auto,2023-11-05,1,82.54,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735047,902590,256036602,Rock Auto,2023-11-05,1,177.51,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735048,902590,256036950,Rock Auto,2023-11-05,1,204.26,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735049,902590,256037006,Rock Auto,2023-11-05,1,137.26,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735050,902590,256037142,Rock Auto,2023-11-05,1,83.14,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735051,902590,256037126,Rock Auto,2023-11-05,1,68.43,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735052,902590,256037199,Rock Auto,2023-11-05,1,61.14,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735053,902590,256037195,Rock Auto,2023-11-05,1,83.18,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735054,902590,256037288,Rock Auto,2023-11-05,1,68.15,FDXE,2023-11-06,[r] rock auto sales PO
BP,108735055,902590,256037267,Rock Auto,2023-11-05,1,13.41,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735056,902590,256037326,Rock Auto,2023-11-05,1,563.85,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735061,903265,91616334,AutoZone,2023-11-05,1,215.78,FDXG,2023-11-06,[q] pending release
BP,108735080,902930,GfdJT5gnm,Amazon,2023-11-05,1,377.43,UPSG,2023-11-06,[n] open in bp numina
BP,108735086,902590,256037702,Rock Auto,2023-11-05,1,52.72,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735087,902590,256037593,Rock Auto,2023-11-05,1,180.37,DHL,2023-11-06,[r] rock auto sales PO
BP,108735088,902590,256037797,Rock Auto,2023-11-05,1,285.82,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735089,902590,256037810,Rock Auto,2023-11-05,1,170.08,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735090,902590,256025010,Rock Auto,2023-11-05,1,367.78,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735091,902590,256037993,Rock Auto,2023-11-05,1,91.17,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735092,902590,256037973,Rock Auto,2023-11-05,1,381.67,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735093,902590,256038039,Rock Auto,2023-11-05,1,138.98,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735094,902590,256038185,Rock Auto,2023-11-05,1,56.31,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735095,902590,256038326,Rock Auto,2023-11-05,1,147.65,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735096,902590,256038589,Rock Auto,2023-11-05,1,106.1,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735097,902590,256038545,Rock Auto,2023-11-05,1,236.7,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735098,902590,256038475,Rock Auto,2023-11-05,1,143.97,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735099,902590,256038637,Rock Auto,2023-11-05,1,82.54,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735100,902590,256038648,Rock Auto,2023-11-05,1,57.19,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735101,902590,256038695,Rock Auto,2023-11-05,1,67.27,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735102,902590,256038933,Rock Auto,2023-11-05,1,82.89,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735103,902590,256038913,Rock Auto,2023-11-05,1,65.65,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735104,902590,256038833,Rock Auto,2023-11-05,1,54.94,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735105,902590,256038980,Rock Auto,2023-11-05,1,43.86,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735106,902590,256039333,Rock Auto,2023-11-05,1,63.76,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735107,902590,256039436,Rock Auto,2023-11-05,1,183.06,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735108,902590,256039424,Rock Auto,2023-11-05,1,86.03,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735109,902590,256039417,Rock Auto,2023-11-05,1,17.6,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735110,902590,256039396,Rock Auto,2023-11-05,1,89.93,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735111,902590,256039543,Rock Auto,2023-11-05,1,221.55,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735112,902590,256039478,Rock Auto,2023-11-05,1,17.61,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735113,902590,256039641,Rock Auto,2023-11-05,1,113.01,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735114,902590,256039756,Rock Auto,2023-11-05,1,53.83,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735115,902590,256039670,Rock Auto,2023-11-05,1,55.47,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735116,902590,256040062,Rock Auto,2023-11-05,1,39.52,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735117,902590,256040306,Rock Auto,2023-11-05,1,90.84,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735118,902590,256040377,Rock Auto,2023-11-05,1,171.24,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735119,902590,256040485,Rock Auto,2023-11-05,1,208.29,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735131,902590,256040680,Rock Auto,2023-11-05,1,82.06,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735132,902590,256040641,Rock Auto,2023-11-05,1,431.45,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735133,902590,256040863,Rock Auto,2023-11-05,1,64.66,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735134,902590,256040903,Rock Auto,2023-11-05,1,56.78,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735135,902590,256040928,Rock Auto,2023-11-05,1,36.3,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735136,902590,256041001,Rock Auto,2023-11-05,1,165.09,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735137,902590,256041050,Rock Auto,2023-11-05,1,8.56,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735138,902590,256041164,Rock Auto,2023-11-05,1,775.32,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735139,902590,256041323,Rock Auto,2023-11-05,1,4.9,FDXE,2023-11-06,[r] rock auto sales PO
BP,108735140,902590,256041346,Rock Auto,2023-11-05,1,84.81,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735141,902590,256041542,Rock Auto,2023-11-05,1,15.5,DHLSM,2023-11-06,[r] rock auto sales PO
BP,108735142,902590,256041557,Rock Auto,2023-11-05,1,185.93,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735143,902590,256041576,Rock Auto,2023-11-05,1,53.69,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735144,902590,256041603,Rock Auto,2023-11-05,1,226.8,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735145,902590,256041766,Rock Auto,2023-11-05,1,11.03,USPS,2023-11-06,[r] rock auto sales PO
BP,108735146,902590,256041918,Rock Auto,2023-11-05,1,67.9,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735147,902590,256041889,Rock Auto,2023-11-05,1,16.92,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735148,902590,256042008,Rock Auto,2023-11-05,1,141.18,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735149,902590,256041829,Rock Auto,2023-11-05,1,123.11,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735150,902590,256042013,Rock Auto,2023-11-05,1,11.02,FDXE,2023-11-06,[r] rock auto sales PO
BP,108735151,902590,256042139,Rock Auto,2023-11-05,1,74.95,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735152,902590,256042143,Rock Auto,2023-11-05,1,235.25,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735153,902590,256042281,Rock Auto,2023-11-05,1,44.91,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735154,902590,256042529,Rock Auto,2023-11-05,1,179.19,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735155,902590,256042445,Rock Auto,2023-11-05,1,369.42,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735156,902590,256042883,Rock Auto,2023-11-05,1,59.47,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735157,902590,256042986,Rock Auto,2023-11-05,1,49.04,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735158,902590,256043025,Rock Auto,2023-11-05,1,27.41,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735159,902590,256043078,Rock Auto,2023-11-05,1,193.92,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735160,902590,256042993,Rock Auto,2023-11-05,1,172.3,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735161,902590,256043119,Rock Auto,2023-11-05,1,378.3,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735162,902590,256043273,Rock Auto,2023-11-05,1,175.95,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735163,902590,256043146,Rock Auto,2023-11-05,1,17.93,USPS,2023-11-06,[r] rock auto sales PO
BP,108735164,902590,256043353,Rock Auto,2023-11-05,1,218.33,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735165,902590,256043343,Rock Auto,2023-11-05,1,221.44,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735166,902590,256043570,Rock Auto,2023-11-05,1,422.68,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735167,902590,256043649,Rock Auto,2023-11-05,1,21.56,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735197,903265,91617583,AutoZone,2023-11-05,1,165.13,FDXG,2023-11-06,[d] canceled in numina
BP,108735202,902590,256043771,Rock Auto,2023-11-05,1,248.3,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735203,902590,256043817,Rock Auto,2023-11-05,1,14.71,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735204,902590,256043898,Rock Auto,2023-11-05,1,146.35,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735205,902590,256043904,Rock Auto,2023-11-05,1,62.01,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735206,902590,256044095,Rock Auto,2023-11-05,1,11.03,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735207,902590,256044555,Rock Auto,2023-11-05,1,76.32,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735208,902590,256044786,Rock Auto,2023-11-05,1,63.94,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735209,902590,256044784,Rock Auto,2023-11-05,1,44.34,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735210,902590,256044735,Rock Auto,2023-11-05,1,220.17,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735211,902590,256044832,Rock Auto,2023-11-05,1,80.24,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735212,902590,256044934,Rock Auto,2023-11-05,1,56.67,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735213,902590,256044884,Rock Auto,2023-11-05,1,54.28,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735214,902590,256045078,Rock Auto,2023-11-05,1,16.75,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735215,902590,256043822,Rock Auto,2023-11-05,1,190.16,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735216,902590,256045171,Rock Auto,2023-11-05,1,56.06,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735217,902590,256045226,Rock Auto,2023-11-05,1,144.83,UPSG,2023-11-06,[r] rock auto sales PO
